"Ref","Ref Eleitor","Data Cadastro","Data Atualização","Data Solicitação","Descrição","Status","Categoria","Origem","Escritório","Secretaria"
"47528","216115","2025-07-10 11:14:07","2025-07-18 11:14:05","2025-07-10","_Paciente precisa de consulta com psiquiatra já está na fila","Concluído","Atendimento médico em ubs clinico geral","WhatsApp","Principal","Secretaria de Saúde"
"47530","216122","2025-07-10 11:18:39","2025-07-10 11:18:39","2025-07-10","_Paciente precisa de fazer RNM da Bacia já está na fila","aguardando execuçao","Exames de sangue","WhatsApp","Principal","Secretaria de Saúde"
"47534","216171","2025-07-10 12:56:26","2025-07-11 12:08:48","2025-07-09","Adiantar consulta com a Neuropediatra, sentindo muita dor de cabeça","Concluído","Atendimento médico em ubs clinico geral","WhatsApp","Principal","Secretaria de Saúde"
"47551","216228","2025-07-10 16:38:01","2025-07-10 16:38:26","2025-07-02","Roseli solicitou ajuda de R$ 5,00 para o Culto das Amigas
Realizado pix para ajuadr","Concluído","Outros","WhatsApp","Principal","Ação Social"
"47554","216229","2025-07-11 08:42:49","2025-07-18 11:12:13","2025-07-10","_Paciente precisa consulta com Otorrino já está na fila 
_Ligar dia 14/07 p0ara marcar","Concluído","Atendimento médico em ubs clinico geral","WhatsApp","Principal","Secretaria de Saúde"
"47556","216230","2025-07-11 08:47:11","2025-07-11 08:47:11","2025-07-10","_Paciente prcisa de cirurgião para fazer a retirada de um caroço nas costas (pequenas cirurgias)
_Já está na fila da secretaria de saúde","aguardando execuçao","Atendimento médico em ubs clinico geral","WhatsApp","Principal","Secretaria de Saúde"
"47557","216231","2025-07-11 08:50:51","2025-07-18 11:11:12","2025-07-10","_Paciente precisa de consulta com otorrino já está na fila
_Ligar para marcar consulta dia 14/07 ","Concluído","Atendimento médico em ubs clinico geral","WhatsApp","Principal","Secretaria de Saúde"
"47559","216233","2025-07-11 09:52:42","2025-07-18 11:08:26","2025-07-11","_Solicitou que fizesse limpeza no escadão da rua São João Batista muito sujo","Concluído","Limpeza","WhatsApp","Principal","Secretaria de Obras"
"47564","216122","2025-07-11 12:02:01","2025-07-11 12:02:01","2025-07-11","_Paciente solicitou atendimento com Ortopedista 
_Consulta dia 11/07/2025 as 13hs na policlinica Santa Terezinha Dr João Paulo","Concluído","Atendimento médico em ubs clinico geral","WhatsApp","Principal","Secretaria de Saúde"
"47565","216253","2025-07-11 12:06:11","2025-07-11 12:06:11","2025-07-11","_Solicitou que precisa de 2 cadeiras de rodas foi feita pedido e demanda atendida 
_Fazer a retirada hoje 11/07/2025","Concluído","Outros","Pessoal","Principal","Secretaria de Saúde"
"47586","216293","2025-07-11 15:50:00","2025-07-14 13:28:20","2025-07-11","Solicita ajuda para organizar o funeral e enterro do irmão que faleceu trabalhando em Macaé e irá ser interrado aqui em Muriaé.","Concluído","Outros","WhatsApp","Principal","Ação Social"
"47606","216350","2025-07-14 14:00:23","2025-07-14 14:00:23","2025-07-11","Precisa de uma consulta com o Gastro, sentindo muita dor no estômago.
Marcado para Drª Josiane 21/07 - Policrinica CAIC","Concluído","Atendimento médico em ubs clinico geral","WhatsApp","Principal","Secretaria de Saúde"
"47607","216351","2025-07-14 14:09:13","2025-07-14 14:09:13","2025-07-14","Precisa de uma consulta com ortopedista
Consulta marcada para o dia 17/07 ás 13h Policlinica CAIC - Drº Tiago","Concluído","Atendimento médico em ubs clinico geral","WhatsApp","Principal","Secretaria de Saúde"
"47608","216352","2025-07-14 14:25:44","2025-07-14 14:26:47","2025-07-11","Precisa de uma consulta com um Neuro para o Pai José Coelho de Souza 03/06/1953
Marcado consulta para o dia 22/07 ás 7h (por ordem de chegada) na área de Cardiologista do HSP","Concluído","Atendimento médico em ubs clinico geral","WhatsApp","Principal","Secretaria de Saúde"
"47609","216354","2025-07-14 14:45:30","2025-07-14 14:45:30","2025-07-11","Solicita lixeiras (container) para colocar lixo e manter as ruas mais limpas
Será realizado Requerimento","em analise","Limpeza","WhatsApp","Principal","Secretaria de Serviços Urbanos"
"47610","216360","2025-07-14 15:01:58","2025-07-14 15:01:58","2025-07-14","Precisa de Detetização na rua 7 de setembro, aparecendo muito rato
Foi solicitado e feito no dia 14/07","Concluído","Limpeza","WhatsApp","Principal","Secretaria de Serviços Urbanos"
"47611","213307","2025-07-14 15:08:24","2025-07-14 15:08:24","2025-07-14","Precisa que seja retirada uma cachorra da rua Principal no Macuco, mordendo nas pessoas 
Passado para o CCZ e o Igor irá buscar dia 15/07","Concluído","Outros","WhatsApp","Principal","Secretaria de Segurança"
"47613","214574","2025-07-14 15:19:27","2025-07-14 15:19:27","2025-07-14","Precisa da 2ª via da parcela do IPTU do mês de Junho
Já foi passado o boleto para pagamento","Concluído","Outros","WhatsApp","Principal","Secretaria de Administração"
"47617","216367","2025-07-14 15:25:25","2025-07-14 15:25:25","2025-07-14","Está precisando de cesta básica
Encaminhada para o Ricardo CRAS São Joaquim ","Concluído","Cestas Básicas","WhatsApp","Principal","Ação Social"
"47632","213893","2025-07-15 08:57:09","2025-07-15 08:57:09","2025-07-14","_Paciente precisa de consulta oftalmo foi encaminhada
_Consulta dia 15/07/2025 as 7hs Dr Paulo Roberto Viva Vida","Concluído","Atendimento médico em ubs clinico geral","WhatsApp","Principal","Secretaria de Saúde"
"47636","216372","2025-07-15 09:02:26","2025-07-15 09:02:26","2025-07-03","_Paciente precisa passar pelo cirurgião (Caroço na perna)
_Consulta dia 24/07/2025 as 7hs no ambulatório Dr Luciano","Concluído","Atendimento médico em ubs clinico geral","WhatsApp","Principal","Secretaria de Saúde"
"47646","206709","2025-07-15 10:31:11","2025-07-15 10:31:11","2025-07-14","_Moradora solicitou vazamento de água na rua Eduardo Braga em frente ao N°93 Bairro Gaspar 
_Já foi passado para o DEMSUR e feito o serviço","Concluído","Outros","WhatsApp","Principal","Secretaria de Obras"
"47652","216401","2025-07-15 11:32:29","2025-07-15 11:32:29","2025-07-15","_Paciente precisa fazer exame ultrassom com urgência muita dor 
_Exame marcado dia 17/07 as 8hs no planejamento familiar","Concluído","Exames de sangue","WhatsApp","Principal","Secretaria de Saúde"
"47654","216411","2025-07-15 12:09:44","2025-07-15 12:09:44","2025-07-15","_Solicitou o pedido de cadeira de rodas para sua irmã Rose 
_Demanda atendida buscar na Rua Alameda das Orquideas N°630 Bairro Quinta das Flores","Concluído","Outros","WhatsApp","Principal","Secretaria de Saúde"
"47677","214246","2025-07-16 08:41:17","2025-07-16 08:41:17","2025-07-12","_Doação de 1 liquidificador para rifa da IMW Gaspar para ministério de louvor 
_Lider José Lucas","Concluído","Outros","Pessoal","Principal","Secretaria do Lazer"
"47678","214246","2025-07-16 08:43:17","2025-07-16 08:43:17","2025-07-12","_Fez doação de uma panela de pressão para bingo da comunidade São Bento Porto Belo
_Pedido do Alex Lourenço","Concluído","Outros","WhatsApp","Principal","Secretaria do Lazer"
"47682","216477","2025-07-16 12:04:37","2025-07-16 12:04:37","2025-07-16","_Solicitou 2 postes apagados na rua Petronella Guilhermine N°130 Bairro São Joaquim 
_Foi passado para o setor de iluminação","Concluído","Iluminação","WhatsApp","Principal","Secretaria de Serviços Urbanos"
"47683","216479","2025-07-16 12:08:46","2025-07-16 12:08:46","2025-07-16","_Solicitou que buscasse um cachorro com espinhos de oriço no fusin, perto da churrascaria do Gaúcho
_Foi passado para o setor responsável","Concluído","Outros","WhatsApp","Principal","Secretaria do Meio Ambiente"
"47705","216486","2025-07-17 11:16:00","2025-07-17 11:16:00","2025-07-16","_Moradora solicitou que fizesse limpeza na rua muito entulho na porta da casa 
_Rua Dr Francisco De Assis Carvalho N°355 B Bom Pastor
_Já foi passado para os responsáveis ","Concluído","Limpeza","WhatsApp","Principal","Secretaria de Serviços Urbanos"
"47706","216495","2025-07-17 11:25:59","2025-07-17 11:25:59","2025-07-16","_Paciente precisa consulta com Oftalmologista
_Consulta dia 12/08/2025 as 7hs Dr Paulo Roberto Viva Vida","Concluído","Atendimento médico em ubs clinico geral","WhatsApp","Principal","Secretaria de Saúde"
"47707","213894","2025-07-17 11:31:17","2025-07-17 11:31:17","2025-07-16","_Paciente precisa de consulta Oftalmologista
_Consulta dia 12/08/2025 as 7hs Dr Paulo Roberto Viva Vida","Concluído","Atendimento médico em ubs clinico geral","WhatsApp","Principal","Secretaria de Saúde"
"47787","212451","2025-07-21 13:49:40","2025-07-21 13:49:40","2025-07-21","Precisa de uma consulta com oftalmologista
Marcado dia 18/08 ás 12h Doutora Lais - Centro de Especialidades","Concluído","Exames de sangue","WhatsApp","Principal","Secretaria de Saúde"
"47793","216615","2025-07-21 16:07:04","2025-07-22 10:16:13","2025-07-21","Precisa de uma consulta com Ortopedista
Marcado uma consulta para vaga de desistência na Policlínica do Caic ás 12h dia 24/07 Quinta feira","Concluído","Atendimento médico em ubs clinico geral","Por telefone","Principal","Secretaria de Saúde"
"48100","214246","2025-07-24 10:47:40","2025-07-24 10:47:40","2025-07-01","Moradores solicitam Tapa Buraco na entrada da Cidade de Itamuri
Indicação nº 780
Realizado dia 09/07","Concluído","Asfalto","WhatsApp","Principal","Secretaria de Obras"
"48101","214246","2025-07-24 10:53:54","2025-07-24 10:53:54","2025-05-27","Concretagem do local onde fica os brinquedos da creche Caic
Indicação 769","aguardando execuçao","Outros","WhatsApp","Principal","Secretaria de Obras"
"48102","214246","2025-07-24 10:57:20","2025-07-24 10:59:02","2025-07-01","Solicita banheiros alto limpantes em toda cidade, logradouros públicos e área de lazer
Indicação 763","aguardando execuçao","Outros","WhatsApp","Principal","Secretaria de Serviços Urbanos"
"48103","214246","2025-07-24 11:02:57","2025-07-24 11:02:57","2025-05-27","Melhorias nos aparelhos de ginástica nas dependências do Caic
Indicação 760","aguardando execuçao","Outros","WhatsApp","Principal","Secretaria de Obras"
"48104","214246","2025-07-24 11:08:06","2025-07-24 11:08:06","2025-07-01","Solicita melhorias no laboratório Municipal","aguardando execuçao","Outros","WhatsApp","Principal","Secretaria de Obras"
"48106","214246","2025-07-24 11:11:47","2025-07-24 11:11:47","2025-06-23","Reparo de forro sala médica da UBS Boa Família
Indicação 850","aguardando execuçao","Outros","WhatsApp","Principal","Secretaria de Obras"
"48107","214246","2025-07-24 11:19:11","2025-07-24 11:19:11","2025-07-16","Tapa buraco na Rua José dos Santos no Bairro Santa Luzia
Indicação ","aguardando execuçao","Asfalto","WhatsApp","Principal","Secretaria de Obras"
"48108","213906","2025-07-24 11:30:00","2025-07-24 11:37:03","2025-07-15","Dedetização no bairro Porto Belo
Rua Leonidio Valentim, rua toda e pracinha também","Concluído","Outros","WhatsApp","Principal","Secretaria de Serviços Urbanos"
"48109","213906","2025-07-24 11:40:27","2025-07-24 11:40:27","2025-07-21","Dedetização nas ruas:
Avenida Capitão Wiliam, Rua Orminda do Prado Ferreira, Rua Edison Miranda Júnior, Rua Cleide Pereira Cardoso / Porto Belo","em analise","Outros","WhatsApp","Principal","Secretaria de Serviços Urbanos"
"48111","216867","2025-07-24 11:57:22","2025-07-24 11:57:22","2025-07-21","Solicita rotatória subida do morro Olavo Tostes, já teve e foi retirado","em analise","Outros","WhatsApp","Principal","Secretaria de Obras"
"48168","216907","2025-07-25 10:27:21","2025-07-25 10:27:21","2025-07-18","_ Paciente solicita consulta Dermatologista 
_Dia 22/07/2025 as 7hs SESC por ordem de chegada","Concluído","Atendimento médico em ubs clinico geral","WhatsApp","Principal","Secretaria de Saúde"
"48170","216909","2025-07-25 10:33:30","2025-07-25 10:33:30","2025-07-21","_Solicitou a marcação de exames de sangue foi encaminhado ao laboratório municipal 
_Dia 30/07/2025 das 6:30 as 8:00 hs","Concluído","Exames de sangue","Pessoal","Principal","Secretaria de Saúde"
"48171","216910","2025-07-25 10:37:29","2025-07-25 10:37:29","2025-07-23","_Solicitou consulta com dermatologista foi passado para os responsáveis e marcado 
_Dia 29/.07/2025 as 7hs no SESC Dr Cristiane Dornelas por ordem de chegada","Concluído","Atendimento médico em ubs clinico geral","Pessoal","Principal","Secretaria de Saúde"
"48172","216911","2025-07-25 10:48:21","2025-07-28 08:25:46","2025-07-18","_Solicitou transporte para retiro de jovens no sítio da Quadrangular 
_Saída dia 25/07/2025 as 18:30 e retorno dia 27/07/2025 as 14:00
_Rua Alameda dos Ypês N°275 porta da igreja Bairro Primavera","Concluído","Outros","Pessoal","Principal","Secretaria de Transporte"
"48174","216867","2025-07-25 10:54:41","2025-07-25 10:54:41","2025-07-21","_Solicitou uma faixa de pedreste na rua Coronel Izalino em frente o Viva Vida e Laboratório Municipal
_Indicação feita dia 21/07/2025","aguardando execuçao","Outros","Pessoal","Principal","Secretaria de Trânsito"
"48175","216913","2025-07-25 11:02:17","2025-07-25 11:02:17","2025-07-21","_Solicitou tapa buracos na rua Av Amaro Goulart N°204 Bairro João XX111 próximo a mêcanica JG 
_Foi feita indicação","aguardando execuçao","Asfalto","WhatsApp","Principal","Secretaria de Serviços Urbanos"
"48176","216914","2025-07-25 11:06:42","2025-07-25 11:06:42","2025-07-21","_Moradora solicitou capina e limpeza da rua 
_Rua Doutora Lurdes Reis Lopes N°170 B: Chácara Brum","aguardando execuçao","Limpeza","WhatsApp","Principal","Secretaria do Meio Ambiente"
"48179","216916","2025-07-25 11:12:20","2025-07-25 11:12:20","2025-07-23","_Moradora solicitou cata treco 
_Rua Padre Roberto Landoll de Moura (antiga rua 7) Bairro Planalto","Concluído","Outros","WhatsApp","Principal","Secretaria de Serviços Urbanos"
"48182","216918","2025-07-25 11:15:26","2025-07-25 11:15:26","2025-07-23","_Solicitou cesta básica foi passado para o CRAS 
_Rua Av. Contorno N°712 Bairro Dornelas","aguardando execuçao","Cestas Básicas","WhatsApp","Principal","Secretaria de Serviços Urbanos"
"48214","216946","2025-07-28 08:22:15","2025-07-28 08:22:15","2025-07-25","_Solicitou o transporte para retiro de jovens dia 25/07/2025 as 18:00hs na porta da igreja Rua Antônio Pereira Galvão em frente ao CAIC Bairro Encoberta igreja Quadrangular e o retorno será dia 27/07/2025 do sitio da Quadrangular
_Responsáveis Julio e Tayrone","Concluído","Transportes solicitacao de viagens ","WhatsApp","Principal","Secretaria de Transporte"
"48223","216950","2025-07-28 09:19:31","2025-07-28 09:19:31","2025-07-25","_Morador solicitou recapeamento asfáltico,revitalizar os qubras molas,pintar a sinalização da rua 
_Rua São Sebastião N°411","aguardando execuçao","Asfalto","Pessoal","Principal","Secretaria de Obras"
"48225","216951","2025-07-28 09:28:58","2025-07-28 09:28:58","2025-07-24","_Moradora solicitou uma fiscalização na cidade, nas vias públicas, pontos de ônibus ,calçadas,sinalização de placas.
_Foi feito o requerimento aos órgãos responsáveis
","aguardando execuçao","Placas, Lombadas e Sinais","WhatsApp","Principal","Secretaria de Serviços Urbanos"
"48226","216952","2025-07-28 09:34:36","2025-07-28 09:34:36","2025-07-25","_Solicitou uma visita do CRAS em sua residência foi passado para assistênte social e feita a visita 
_Pediu cesta básica","Concluído","Cestas Básicas","WhatsApp","Principal","Ação Social"
"48229","216953","2025-07-28 09:56:09","2025-07-28 09:56:09","2025-07-23","_Solicitou a marcação dos seguintes exames
_USG das mamas e axilas
_USG transvaginal
_Foi encaminhado para fazer a marcação","aguardando execuçao","Exames de sangue","WhatsApp","Principal","Secretaria de Saúde"
